weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,wind.gust,rain.1h,main.sea_level,main.grnd_level,snow.1h
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698687,-14400,3577154,Oranjestad,200,-70.027,12.524,298.15,298.68,298.15,298.15,1013,78,5.14,110,20,1.0,8791.0,AW,1612695875,1612737840,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698857,18000,1282256,Hithadhoo,200,73.0833,-0.6,301.17,302.3,301.17,301.17,1008,72,5.48,17,14,,,MV,1612660664,1612704356,,,1008.0,1008.0,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,10000,1612698857,0,2634032,Whitley Bay,200,-1.4471,55.0397,274.65,266.33,274.15,274.82,1016,64,8.23,80,75,1.0,1427.0,GB,1612683912,1612716883,,,,,0.12
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698857,-21600,4726521,San Patricio,200,-97.5169,28.017,282.3,279.08,281.15,283.15,1018,76,3.04,51,1,1.0,5629.0,US,1612703608,1612743303,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698858,0,2457161,Gao,200,1.637,16.6362,304.73,301.36,304.73,304.73,1012,12,1.72,151,99,,,ML,1612678962,1612720353,,,1012.0,969.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1167,1612698858,-25200,5983607,Inuvik,200,-133.7218,68.3499,247.64,240.23,247.15,248.15,1035,76,5.14,300,100,1.0,1029.0,CA,1612720098,1612744192,8.23,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698858,-10800,3894426,Coyhaique,200,-72.0662,-45.5752,283.15,280.78,283.15,283.15,1024,76,2.06,200,75,1.0,8491.0,CL,1612691583,1612743111,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000,1612698858,19800,1259385,Port Blair,200,92.75,11.6667,300.07,300.93,300.07,300.07,1010,74,5.4,45,20,,,IN,1612656757,1612698822,,,1010.0,1010.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698859,43200,2126682,Bilibino,200,166.4372,68.0546,253.32,248.35,253.32,253.32,1043,70,1.8,63,0,,,RU,1612648102,1612672105,,,1043.0,1004.0,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,10000,1612698859,3600,777572,Sørkjosen,200,20.9333,69.8,271.15,265.76,271.15,271.15,1028,86,4.12,310,75,1.0,1672.0,NO,1612684049,1612706004,,,,,0.18
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698860,3600,3175388,Ittiri,200,8.5684,40.5929,288.15,284.05,288.15,288.15,1001,88,7.2,200,75,1.0,6717.0,IT,1612679357,1612716631,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,130,1612698860,18000,1486321,Yar-Sale,200,70.8333,66.8333,248.71,237.05,248.71,248.71,997,89,11.3,54,100,,,RU,1612670319,1612695780,,,997.0,996.0,0.27
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,10000,1612698861,-21600,6148373,Sioux Lookout,200,-91.917,50.1001,241.15,234.72,241.15,241.15,1013,68,3.6,290,20,1.0,979.0,CA,1612704711,1612739512,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698861,-21600,4328010,Houma,200,-90.7195,29.5958,282.15,277.62,281.48,282.59,1017,81,5.14,340,75,1.0,4444.0,US,1612702109,1612741539,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698861,3600,3012654,Arrondissement d'Issoudun,200,1.8333,47.0,279.15,270.81,279.15,279.15,1000,81,9.77,250,75,1.0,6504.0,FR,1612681772,1612717449,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698861,-18000,3674676,Mitú,200,-70.1733,1.1983,295.66,299.88,295.66,295.66,1012,95,0.44,177,100,,,CO,1612695164,1612738621,,,1012.0,989.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698862,39600,2171099,Codrington,200,141.9667,-38.2667,286.34,282.77,286.34,286.34,1018,74,4.66,156,31,,,AU,1612641103,1612690851,,,1018.0,1016.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698862,-10800,3421193,Paamiut,200,-49.6678,61.994,274.13,267.2,274.13,274.13,1017,79,6.63,46,100,,,GL,1612697236,1612726706,,,1017.0,1015.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698862,25200,1505991,Igarka,200,86.5833,67.4667,246.43,239.2,246.43,246.43,1004,85,4.89,45,72,,,RU,1612666881,1612691658,,,1004.0,1002.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698862,0,3416888,Grindavik,200,-22.4338,63.8424,274.15,267.22,274.15,274.15,1026,64,6.17,60,0,1.0,90.0,IS,1612691353,1612719516,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698863,-10800,3883457,Lebu,200,-73.65,-37.6167,287.97,288.05,287.97,287.97,1013,89,1.23,215,61,,,CL,1612692965,1612742490,,,1013.0,1009.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,7000,1612698863,3600,2557055,Asilah,200,-6.0348,35.465,287.15,282.26,287.15,287.15,1015,72,6.69,290,75,1.0,2416.0,MA,1612682326,1612720672,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698863,-21600,3516511,Soyaló,200,-92.9167,16.9,285.15,283.56,285.15,285.15,1015,75,1.51,34,0,,,MX,1612701668,1612743035,,,1015.0,855.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698863,25200,1152194,Mae Sai,200,99.8762,20.4335,296.31,295.63,296.15,296.48,1011,78,5.66,20,90,1.0,9256.0,TH,1612655664,1612696494,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698863,37800,2156643,Mount Gambier,200,140.7667,-37.8333,287.15,283.44,287.15,287.15,1018,67,4.63,150,90,1.0,9560.0,AU,1612641440,1612691090,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698864,10800,556268,Ostrovnoy,200,39.5131,68.0531,260.34,252.46,260.34,260.34,1017,89,6.5,49,100,,,RU,1612678473,1612702661,,,1017.0,1014.0,
"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",stations,7000,1612698864,-18000,3932145,Pisco,200,-76.2167,-13.7,294.44,297.05,294.15,294.82,1010,88,1.03,90,100,1.0,8691.0,PE,1612695620,1612741066,,4.1,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698864,7200,347796,Sohag,200,31.6948,26.557,296.15,294.94,296.15,296.15,1019,38,1.03,20,0,1.0,2548.0,EG,1612672493,1612712394,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698864,28800,1640972,Katobu,200,122.5276,-4.9408,298.29,302.48,298.29,298.29,1007,92,2.11,177,98,,,ID,1612648509,1612692776,,,1007.0,997.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698865,36000,2174444,Bowen,200,148.2333,-20.0167,300.15,304.43,300.15,300.15,1004,89,3.09,350,100,1.0,9503.0,AU,1612641272,1612687673,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698865,3600,3347019,Mossamedes,200,12.1522,-15.1961,299.15,297.93,299.15,299.15,1011,61,5.66,310,75,1.0,2155.0,AO,1612674300,1612719968,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1612698769,0,2521570,Arrecife,200,-13.5477,28.963,291.15,288.27,291.15,291.15,1023,59,4.12,360,40,1.0,2379.0,ES,1612683543,1612723061,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698865,28800,2067119,Mandurah,200,115.7,-32.55,294.26,293.1,294.26,294.26,992,93,6.89,350,100,3.0,2001346.0,AU,1612648011,1612696551,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698866,0,2415702,Siguiri,200,-9.5,11.6667,304.16,300.16,304.16,304.16,1012,14,2.95,32,100,,,GN,1612681293,1612723368,,,1012.0,974.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698866,37800,2063056,Port Augusta,200,137.7667,-32.5,294.38,290.62,293.15,294.82,1013,68,7.72,160,0,1.0,9613.0,AU,1612642717,1612691253,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698866,43200,4031574,Provideniya,200,-173.3,64.3833,252.71,244.88,252.71,252.71,1040,78,5.91,46,0,,,RU,1612727686,1612755602,,,1040.0,1040.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698866,-3600,3372472,Vila Franca do Campo,200,-25.4333,37.7167,289.5,287.29,289.15,289.82,1021,94,5.66,290,75,1.0,6899.0,PT,1612687203,1612725107,,,,,
"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",stations,805,1612698588,-18000,5924351,Clyde River,200,-68.5914,70.4692,254.15,249.49,254.15,254.15,1033,92,1.54,50,90,1.0,776.0,CA,1612705966,1612727060,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698867,-21600,3982034,Teocaltiche,200,-102.5833,21.4333,281.15,275.22,281.15,281.15,1020,27,4.12,10,1,1.0,7109.0,MX,1612704313,1612745030,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698867,-21600,3998291,Loreto,200,-101.9667,22.2667,281.55,278.24,281.55,281.55,1016,78,3.06,107,0,,,MX,1612704227,1612744820,,,1016.0,799.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698867,3600,2446796,Bilma,200,12.9164,18.6853,302.01,294.36,302.01,302.01,1014,13,7.64,119,52,,,NE,1612676401,1612717499,,,1014.0,974.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698867,-32400,5557293,Sitka,200,-135.33,57.0531,272.15,268.27,272.15,272.15,1023,64,1.54,30,90,1.0,7795.0,US,1612716431,1612748631,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698627,3600,3128760,Barcelona,200,2.159,41.3888,284.22,281.49,282.59,285.37,1003,54,1.54,190,20,1.0,6398.0,ES,1612680984,1612718081,,,,,
"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,4700,1612698868,7200,666012,Straja,200,25.55,47.9167,268.61,261.15,267.15,269.82,1015,100,7.0,100,75,1.0,8908.0,RO,1612676217,1612711619,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,10000,1612698868,3600,3155152,Gravdal,200,13.5031,68.1214,273.15,268.14,273.15,273.15,1031,93,4.12,20,40,1.0,1642.0,NO,1612684737,1612708883,,,,,0.12
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698868,-36000,5856516,‘Āhuimanu,200,-157.8378,21.4447,291.18,291.68,290.93,291.48,1015,82,1.54,190,1,1.0,7877.0,US,1612717571,1612758296,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698868,39600,2144528,Warrnambool,200,142.4833,-38.3833,287.04,283.48,287.04,287.04,1015,78,5.19,163,57,3.0,2007682.0,AU,1612640965,1612690741,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698868,-10800,3899695,Ancud,200,-73.8203,-41.8697,284.49,282.54,282.15,287.04,1014,87,2.57,190,0,1.0,8512.0,CL,1612692505,1612743032,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698869,-10800,3441890,Departamento de Maldonado,200,-54.9167,-34.6667,293.21,295.39,292.15,294.26,1014,94,1.54,360,20,1.0,8712.0,UY,1612688777,1612737685,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698869,0,2290836,Boundiali,200,-6.4869,9.5217,311.81,311.52,311.81,311.81,1010,20,1.14,5,22,,,CI,1612680426,1612722789,,,1010.0,966.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698869,7200,259289,Corinth,200,22.9573,37.9407,292.62,290.83,292.04,293.15,1013,49,2.06,160,0,1.0,6613.0,GR,1612675620,1612713461,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698869,39600,2126199,Cherskiy,200,161.3,68.75,253.75,249.43,253.75,253.75,1040,77,0.93,54,1,,,RU,1612649757,1612672917,,,1040.0,1040.0,
"[{'id': 761, 'main': 'Dust', 'description': 'dust', 'icon': '50d'}]",stations,4500,1612698869,12600,113632,Taft,200,54.2088,31.7471,290.15,286.16,290.15,290.15,1015,34,3.09,330,40,1.0,7511.0,IR,1612667531,1612706549,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698870,25200,1489138,Tselinnoye,200,85.6667,53.0833,274.42,266.82,274.42,274.42,1016,91,8.02,230,97,,,RU,1612662653,1612696326,,,1016.0,985.0,
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,1207,1612698870,-25200,6185377,Yellowknife,200,-114.3525,62.456,229.21,224.16,229.15,229.26,1032,66,1.54,30,1,1.0,1007.0,CA,1612712880,1612742112,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1006,1612698870,0,2630299,Hofn,200,-15.2082,64.2539,276.1,268.55,276.1,276.1,1030,79,7.88,77,100,,,IS,1612689780,1612717622,,,1030.0,1030.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000,1612698870,7200,909887,Luangwa,200,30.4167,-15.6167,303.38,306.82,303.38,303.38,1005,68,3.1,94,88,,,ZM,1612669885,1612715615,,0.24,1005.0,969.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698676,-10800,3408368,Acaraú,200,-40.12,-2.8856,302.52,303.9,302.52,302.52,1013,62,4.23,107,6,,,BR,1612687685,1612731675,,,1013.0,1012.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698871,32400,1855540,Naze,200,129.4833,28.3667,287.8,283.83,287.8,287.8,1020,64,4.98,350,31,,,JP,1612649182,1612688764,,,1020.0,992.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698500,32400,1835848,Seoul,200,126.9778,37.5683,275.14,268.04,274.15,276.15,1023,37,5.66,320,0,1.0,8105.0,KR,1612650634,1612688515,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698871,-32400,5861897,Fairbanks,200,-147.7164,64.8378,253.76,249.42,253.15,254.15,1035,77,0.96,5,90,1.0,7684.0,US,1612721740,1612749268,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000,1612698764,-28800,5742726,Newberg,200,-122.9732,45.3001,277.15,274.2,275.93,278.71,1022,93,2.06,220,75,1.0,4936.0,US,1612711468,1612747663,,0.52,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698872,7200,2214846,Misratah,200,15.0925,32.3754,295.92,289.9,295.92,295.92,1009,25,6.14,189,100,,,LY,1612676970,1612715887,,,1009.0,1008.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698872,36000,2020734,Livadiya,200,132.6764,42.8692,261.87,255.35,261.87,261.87,1021,85,4.64,336,0,,,RU,1612649860,1612686553,,,1021.0,1020.0,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,10000,1612698872,3600,778362,Øksfjord,200,22.3479,70.2396,269.04,263.98,268.15,269.82,1026,74,3.09,110,40,1.0,1606.0,NO,1612684041,1612705333,,,,,0.1
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,6054,1612698872,28800,1688696,San Policarpo,200,125.5072,12.1791,300.24,300.28,300.24,300.24,1010,84,8.38,62,99,,,PH,1612648931,1612690924,,2.05,1010.0,1009.0,
"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,2012,1612698872,-18000,4813878,Martinsburg,200,-77.9639,39.4562,271.54,267.53,270.93,272.59,1014,100,2.57,30,90,1.0,4970.0,US,1612699984,1612737541,,,,,0.87
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000,1612698859,32400,1855612,Nara,200,135.8049,34.6851,281.5,276.29,280.93,282.15,1016,66,5.14,350,20,1.0,8032.0,JP,1612648230,1612686682,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698873,46800,2180815,Tuatapere,200,167.6833,-46.1333,286.38,284.83,286.38,286.38,1011,80,2.23,27,85,,,NZ,1612720392,1612772025,,,1011.0,1008.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,8981,1612698873,-14400,3911924,Tipuani,200,-68.0185,-15.5648,295.14,298.13,295.14,295.14,1017,83,0.32,88,78,,,BO,1612693520,1612739231,,,1017.0,945.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1612698628,3600,2520610,Caceres,200,-6.3748,39.522,282.04,278.39,282.04,282.04,1011,76,3.58,292,49,3.0,2030597.0,ES,1612682823,1612720338,4.92,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698874,32400,2026895,Belogorsk,200,128.4611,50.9158,248.24,242.17,248.24,248.24,1028,88,3.29,336,9,,,RU,1612652013,1612686424,,,1028.0,1005.0,
"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,112,1612698874,18000,1488414,Urengoy,200,78.3667,65.9667,252.67,242.81,252.67,252.67,995,91,8.88,76,100,,,RU,1612668098,1612694385,,,995.0,993.0,0.67
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000,1612698874,10800,153384,Mlimba,200,35.8167,-8.8,303.17,307.01,303.17,303.17,1006,65,1.77,107,76,,,TZ,1612669063,1612713845,,0.29,1006.0,973.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698874,3600,3013748,Hauterive,200,3.4459,46.0901,279.7,274.16,279.15,280.15,1001,53,4.63,200,75,1.0,6496.0,FR,1612681260,1612717186,,,,,
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,9656,1612698737,-18000,4580575,Greenwood,200,-82.1165,34.1668,275.3,271.85,275.15,275.37,1013,100,2.57,330,90,1.0,4261.0,US,1612700451,1612739068,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698875,-10800,3421319,Nuuk,200,-51.7216,64.1835,273.92,263.3,273.71,274.15,1019,44,10.8,70,6,1.0,86.0,GL,1612698496,1612726432,,,,,
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,3500,1612698875,3600,2522849,Troina,200,14.5985,37.7854,290.13,288.96,286.15,292.59,1008,67,2.06,100,40,1.0,6716.0,IT,1612677609,1612715484,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698875,3600,3351663,Benguela,200,13.4055,-12.5763,301.09,301.23,301.09,301.09,1008,60,4.7,327,85,,,AO,1612674184,1612719482,,,1008.0,1007.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698875,28800,2032614,Baruun-Urt,200,113.2792,46.6806,254.06,248.06,254.06,254.06,1037,87,3.41,263,9,,,MN,1612655007,1612690717,,,1037.0,910.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698875,0,2276492,Harper,200,-7.7169,4.375,301.67,305.24,301.67,301.67,1011,73,2.55,241,87,,,LR,1612680382,1612723423,,,1011.0,1010.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698876,39600,6255012,Flinders,200,150.8552,-34.5833,293.71,295.54,293.71,293.71,1011,81,0.89,105,55,3.0,20106.0,AU,1612639365,1612688322,1.34,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1612698876,12600,1159716,Sarakhs,200,61.1577,36.5449,292.15,283.99,292.15,292.15,1011,42,10.29,140,40,1.0,7484.0,IR,1612666316,1612704428,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698876,43200,2127202,Anadyr,200,177.4833,64.75,251.34,244.77,251.15,251.48,1040,64,4.0,10,0,1.0,8872.0,RU,1612643837,1612671068,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698876,-18000,4513583,Hamilton,200,-84.5333,39.1834,263.78,257.98,262.59,265.37,1021,73,3.6,310,75,1.0,4776.0,US,1612701530,1612739148,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,570,1612698876,18000,466349,Yurla,200,54.3223,59.3259,251.07,244.68,251.07,251.07,992,89,3.85,309,100,,,RU,1612671546,1612702479,,,992.0,970.0,0.11
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698877,39600,2122414,Orotukan,200,151.7,62.2667,250.29,245.12,250.29,250.29,1029,87,2.07,5,100,,,RU,1612649092,1612678189,,,1029.0,965.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698877,-10800,3421982,Maniitsoq,200,-52.9,65.4167,271.42,261.54,271.42,271.42,1023,80,10.43,66,0,,,GL,1612699280,1612726214,,,1023.0,1019.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1612698877,3600,2512730,Peñarroya-Pueblonuevo,200,-5.2667,38.3,283.56,280.03,281.48,287.15,1012,72,3.6,240,40,1.0,6394.0,ES,1612682427,1612720202,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698877,0,2299625,Kintampo,200,-1.7306,8.0563,314.64,315.96,314.64,314.64,1009,22,0.64,72,86,,,GH,1612679188,1612721744,,,1009.0,974.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1616,1612698877,-25200,6170031,Tuktoyaktuk,200,-133.0374,69.4541,246.01,237.12,246.01,246.01,1034,87,7.25,299,100,,,CA,1612720632,1612743329,,,1034.0,1034.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000,1612698878,28800,1529484,Kumul,200,93.45,42.8,274.61,270.73,274.61,274.61,1027,73,2.17,277,14,,,CN,1612659258,1612695985,,,1027.0,938.0,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",stations,10000,1612698878,7200,3357114,Grootfontein,200,18.1167,-19.5667,293.15,296.03,293.15,293.15,1016,94,0.51,190,75,1.0,2266.0,NA,1612672547,1612718858,,1.16,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698879,3600,2319078,Wawa,200,4.4192,9.9022,308.72,305.68,308.72,308.72,1009,12,1.9,54,69,,,NG,1612677834,1612720145,,,1009.0,982.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698879,32400,1862505,Hirara,200,125.2833,24.8,294.15,293.65,294.15,294.15,1018,78,4.12,40,40,1.0,8143.0,JP,1612649901,1612690062,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698661,-25200,5546220,Saint George,200,-113.5841,37.1041,274.15,270.56,274.15,274.15,1015,51,0.99,291,1,1.0,5832.0,US,1612708282,1612746341,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698879,0,2645198,Kirkwall,200,-2.9587,58.9848,274.15,265.41,274.15,274.15,1025,64,8.75,110,90,1.0,1437.0,GB,1612685181,1612716341,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698879,7200,3356832,Henties Bay,200,14.2845,-22.116,293.71,292.95,293.71,293.71,1010,80,4.47,312,83,3.0,2012545.0,NA,1612673271,1612719973,7.15,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1612698880,-10800,3389822,Salinópolis,200,-47.3561,-0.6136,300.63,303.53,300.63,300.63,1012,82,4.28,82,42,,,BR,1612689570,1612733263,,,1012.0,1012.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698880,32400,1634614,Nabire,200,135.4833,-3.3667,298.89,302.81,298.89,298.89,1009,81,1.29,112,100,,,ID,1612645504,1612689562,,,1009.0,1008.0,
