weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,wind.gust,rain.1h,main.sea_level,main.grnd_level,snow.1h
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000,1612698831,-25200,5955902,Fort Nelson,200,-122.7002,58.8053,240.15,234.44,240.15,240.15,1023,68,2.57,190,20,1.0,986.0,CA,1612713825,1612745175,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698815,10800,290030,Doha,200,51.5333,25.2867,299.86,296.77,298.15,301.15,1014,36,4.63,200,0,1.0,7614.0,QA,1612667632,1612707732,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000,1612698832,32400,1651531,Ambon City,200,128.1814,-3.6954,299.15,302.83,299.15,299.15,1007,89,3.09,340,20,1.0,9361.0,ID,1612647235,1612691336,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698832,7200,596664,Nemenčinė,200,25.4833,54.85,259.49,255.01,258.15,260.37,1022,85,1.54,80,0,1.0,1883.0,LT,1612677419,1612710449,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698832,-28800,5795906,Graham,200,-122.2943,47.0529,276.92,272.85,275.93,278.15,1018,93,3.6,200,90,1.0,5366.0,US,1612711541,1612747264,6.69,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698833,39600,2137773,Vao,200,167.4833,-22.6667,298.41,299.59,298.41,298.41,1006,88,5.9,58,9,,,NC,1612636443,1612683262,,,1006.0,996.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698833,3600,3159894,Brumunddal,200,10.9395,60.881,264.82,260.97,264.82,264.82,1031,74,0.93,328,24,3.0,2011464.0,NO,1612682376,1612712474,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698833,-21600,4026082,Lázaro Cárdenas,200,-102.2,17.9583,296.11,297.66,296.11,296.11,1011,78,2.35,6,70,,,MX,1612703970,1612745189,,,1011.0,1010.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698834,3600,3197230,Križevci,200,16.5425,46.0219,286.87,284.74,286.15,287.59,999,71,2.57,80,0,1.0,6389.0,HR,1612678111,1612714049,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,3066,1612698834,3600,777019,Vardø,200,31.1107,70.3705,269.64,259.53,269.64,269.64,1021,92,10.77,13,100,,,NO,1612682048,1612703119,,,1021.0,1020.0,0.10040000000000002
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698834,25200,1489822,Tegul'det,200,88.1667,57.3064,274.24,267.84,274.24,274.24,1006,91,6.26,213,47,,,RU,1612662932,1612694847,,,1006.0,990.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698835,32400,1651810,Airai,200,125.4092,-8.9266,289.89,291.77,289.89,289.89,1007,100,0.56,288,100,,,TL,1612647548,1612692353,,,1007.0,853.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698835,0,2264557,Ponta do Sol,200,-17.1,32.6667,288.08,286.63,286.48,289.82,1022,68,1.79,299,92,3.0,2008291.0,PT,1612684718,1612723591,5.36,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698835,19800,1266029,Kotapārh,200,82.35,19.15,298.14,295.02,298.14,298.14,1013,27,2.76,53,4,,,IN,1612659775,1612700796,,,1013.0,951.0,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,37,1612698835,25200,1504382,Kargasok,200,80.8572,59.0556,273.74,266.67,273.74,273.74,993,97,7.3,188,100,,,RU,1612665117,1612696171,,,993.0,986.0,0.31
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698836,3600,245338,Am Timan,200,20.2827,11.0297,306.17,301.39,306.17,306.17,1011,10,3.48,75,3,,,TD,1612674103,1612716262,,,1011.0,963.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698836,-36000,4033557,Tautira,200,-149.15,-17.7333,298.15,300.26,298.15,298.15,1013,69,1.54,180,0,1.0,7318.0,PF,1612712842,1612758854,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698837,-10800,3443061,Chui,200,-53.4616,-33.6971,295.07,295.34,295.07,295.07,1016,66,2.06,109,0,,,UY,1612688525,1612737239,,,1016.0,1014.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000,1612698303,25200,1151253,Phuket,200,98.25,8.0,301.15,304.33,301.15,301.15,1008,78,3.6,310,20,1.0,9278.0,TH,1612655190,1612697748,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698837,32400,2015306,Tiksi,200,128.8694,71.6872,238.98,233.21,238.98,238.98,1037,83,2.66,223,99,,,RU,1612659861,1612678380,,,1037.0,1031.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698838,25200,1503153,Klyuchi,200,79.1667,52.2667,267.53,260.6,267.53,267.53,1016,92,5.93,226,39,,,RU,1612664063,1612698037,,,1016.0,998.0,
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,4828,1612698838,-28800,5367788,Lompoc,200,-120.4579,34.6391,281.0,279.42,278.15,284.82,1015,100,1.54,70,90,1.0,4747.0,US,1612709691,1612748232,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698838,36000,2084442,Vanimo,200,141.3028,-2.6741,299.13,303.12,299.13,299.13,1009,84,1.84,306,100,,,PG,1612644153,1612688120,,,1009.0,1005.0,
"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,275,1612698839,0,2643044,Margate,200,1.3862,51.3813,272.83,268.67,272.59,273.15,984,87,2.68,332,100,3.0,2020742.0,GB,1612682554,1612716882,8.05,,,,2.05
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698839,19800,1256340,Sihorā,200,80.1167,23.4833,295.02,291.47,295.02,295.02,1015,22,2.07,333,0,,,IN,1612660634,1612701009,,,1015.0,971.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698839,-36000,5847411,Kahului,200,-156.47,20.8947,290.68,290.4,290.15,291.48,1016,82,2.41,41,40,1.0,7879.0,US,1612717202,1612758007,,,,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,10000,1612698840,-18000,3929611,San Jerónimo,200,-75.2829,-11.9472,283.68,282.33,283.68,283.68,1018,69,0.34,83,100,,,PE,1612695518,1612740720,,1.332,1018.0,695.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698840,28800,2063042,Port Hedland,200,118.5667,-20.3167,301.15,301.27,301.15,301.15,1004,65,5.66,300,3,1.0,9585.0,AU,1612648372,1612694814,,,,,
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,1400,1612698840,28800,1529569,Changji,200,87.3167,44.0167,266.15,262.36,266.15,266.15,1026,79,1.05,299,100,1.0,9677.0,CN,1612660879,1612697308,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698841,28800,2074865,Carnarvon,200,113.6333,-24.8667,301.15,305.62,301.15,301.15,1005,100,5.66,210,75,1.0,9505.0,AU,1612649194,1612696360,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698841,-18000,4972220,Millinocket,200,-68.7098,45.6573,261.15,256.65,261.15,261.15,1022,72,1.54,200,1,1.0,4929.0,US,1612698503,1612734580,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698841,-25200,5882953,Aklavik,200,-135.0107,68.2191,247.62,240.21,247.15,248.15,1035,76,5.14,300,100,1.0,1029.0,CA,1612720330,1612744578,8.23,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698842,-18000,5091860,Rockingham,200,-71.0995,42.9668,265.7,262.36,263.15,268.15,1019,76,0.31,89,100,3.0,2007260.0,US,1612698737,1612735493,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000,1612698842,-18000,6096551,Pangnirtung,200,-65.7125,66.1451,265.95,261.22,265.95,265.95,1024,80,2.38,54,11,,,CA,1612702672,1612728972,,,1024.0,1021.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1571,1612698842,10800,532825,Lyaskelya,200,31.0167,61.7667,264.17,259.02,264.17,264.17,1016,96,3.04,312,100,,,RU,1612677837,1612707375,,,1016.0,1013.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698843,25200,1831166,Kampong Chhnang,200,104.55,12.1667,302.27,303.53,302.27,302.27,1008,47,1.39,311,2,,,KH,1612653959,1612695956,,,1008.0,1005.0,
"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,10000,1612698843,3600,777381,Storslett,200,21.0247,69.7678,271.15,265.76,271.15,271.15,1028,86,4.12,310,75,1.0,1672.0,NO,1612684004,1612706005,,,,,0.65
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000,1612698843,7200,1024696,Dondo,200,34.7431,-19.6094,299.15,304.47,299.15,299.15,1007,94,1.54,280,40,1.0,2194.0,MZ,1612668552,1612714872,,0.69,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698843,0,2641434,Northam,200,-4.2167,51.0333,277.02,270.74,275.93,278.15,1008,79,6.26,74,73,3.0,2005965.0,GB,1612683838,1612718287,10.28,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698843,0,2641598,Newport,200,-2.9984,51.5877,275.71,273.19,274.26,277.04,1007,74,0.45,78,99,3.0,2013467.0,GB,1612683640,1612717900,3.58,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000,1612698844,28800,2068110,Kununurra,200,128.7333,-15.7667,299.15,305.03,299.15,299.15,1004,100,1.68,197,40,1.0,9587.0,AU,1612646271,1612692036,,0.78,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698844,28800,1795196,Tongchuanshi,200,109.0897,35.0806,279.69,275.71,279.69,279.69,1026,53,2.4,7,76,,,CN,1612654676,1612693060,,,1026.0,927.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698844,34200,6355222,Yulara,200,130.9889,-25.2406,305.15,300.32,305.15,305.15,1007,20,5.66,70,0,1.0,9487.0,AU,1612644996,1612692227,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698845,0,2361342,Diébougou,200,-3.25,10.9667,310.42,306.65,310.42,310.42,1010,11,2.96,155,70,,,BF,1612679746,1612721915,,,1010.0,977.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698845,-10800,3420768,Qasigiannguit,200,-51.1922,68.8193,270.15,257.73,270.15,270.15,1031,36,12.86,100,0,1.0,165.0,GL,1612700638,1612724036,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698721,3600,3128795,Barbastro,200,0.1269,42.0356,283.15,275.89,283.15,283.15,1003,53,7.72,290,0,1.0,6410.0,ES,1612681546,1612718494,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,7000,1612698845,7200,700569,Mykolayiv,200,31.9974,46.9659,269.15,262.94,269.15,269.15,1019,86,5.0,50,90,1.0,8913.0,UA,1612674535,1612710206,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698845,28800,1684803,Tabuk,200,121.4443,17.4189,296.27,299.25,296.27,296.27,1014,89,1.87,322,91,,,PH,1612650271,1612691534,,,1014.0,992.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698846,36000,2088122,Port Moresby,200,147.1797,-9.4431,300.15,304.09,300.15,300.15,1007,83,2.57,300,40,1.0,42.0,PG,1612642287,1612687164,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,10000,1612698846,3600,2729907,Longyearbyen,200,15.6401,78.2186,266.15,258.28,266.15,266.15,1034,68,6.69,140,75,1.0,1663.0,SJ,0,0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698846,10800,57000,Hobyo,200,48.5268,5.3505,300.99,298.51,300.99,300.99,1008,62,8.74,60,8,,,SO,1612666948,1612709859,,,1008.0,1007.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,2411,1612698846,32400,2012530,Zhigansk,200,123.3711,66.7697,239.89,231.34,239.89,239.89,1035,83,6.65,158,100,,,RU,1612657712,1612683168,,,1035.0,1028.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,6542,1612698846,39600,2121385,Severo-Kuril'sk,200,156.125,50.6789,267.92,256.9,267.92,267.92,989,92,11.82,265,100,,,RU,1612645342,1612679816,,,989.0,988.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698847,36000,2158767,Mareeba,200,145.4333,-17.0,300.06,305.73,298.15,301.48,1005,89,1.02,88,75,1.0,9490.0,AU,1612642171,1612688119,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,4090,1612698847,10800,495767,Sharanga,200,46.5396,57.1775,253.5,245.71,253.5,253.5,1003,89,5.95,302,100,,,RU,1612672877,1612704884,,,1003.0,982.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698847,39600,2155415,New Norfolk,200,147.0587,-42.7826,284.49,282.83,283.15,285.37,1014,60,0.45,292,7,3.0,2031307.0,AU,1612639326,1612690183,0.89,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698847,43200,2110227,Butaritari,200,172.7902,3.0707,300.5,300.76,300.5,300.5,1009,80,7.6,50,32,,,KI,1612636975,1612680183,,,1009.0,1008.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698847,-14400,3579925,St. George's,200,-61.7485,12.0564,299.15,297.65,299.15,299.15,1014,78,8.75,100,20,1.0,8781.0,GD,1612693857,1612735884,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698848,7200,217570,Buta,200,24.73,2.7858,311.16,308.75,311.16,311.16,1007,11,1.15,41,60,,,CD,1612672491,1612715739,,,1007.0,963.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698848,32400,1623197,Tual,200,132.75,-5.6667,301.87,303.2,301.87,301.87,1007,79,7.01,294,100,,,ID,1612646006,1612690372,,,1007.0,1006.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000,1612698848,-36000,4034551,Faanui,200,-151.75,-16.4833,300.66,301.58,300.66,300.66,1013,76,6.09,37,15,,,PF,1612713556,1612759388,,0.18,1013.0,1013.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698707,-25200,3985710,Cabo San Lucas,200,-109.9124,22.8909,286.48,284.79,286.48,286.48,1011,63,1.24,358,69,3.0,2005435.0,MX,1612706180,1612746681,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698848,-3600,3372707,Ribeira Grande,200,-28.7,38.5167,289.15,284.66,289.15,289.15,1021,82,7.72,300,75,1.0,6883.0,PT,1612688069,1612725808,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,10000,1612698849,28800,1529626,Baijiantan,200,85.1833,45.6333,268.38,263.95,268.38,268.38,1031,94,2.52,207,100,,,CN,1612661601,1612697610,,,1031.0,996.0,0.2764
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698849,0,2293801,Yendi,200,-0.0099,9.4427,311.08,309.84,311.08,311.08,1009,21,2.57,119,89,,,GH,1612678867,1612721239,,,1009.0,987.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698849,19800,1267390,Kavaratti,200,72.642,10.5669,300.92,302.15,300.92,300.92,1010,65,3.92,12,3,,,IN,1612661507,1612703724,,,1010.0,1008.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698849,-10800,3893726,Constitución,200,-72.4167,-35.3333,288.49,288.8,288.49,288.49,1014,86,0.9,166,66,,,CL,1612692912,1612741951,,,1014.0,1011.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698850,0,2618795,Klaksvík,200,-6.589,62.2266,275.15,266.51,275.15,275.15,1027,64,8.75,100,75,1.0,1596.0,FO,1612686993,1612716271,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698850,10800,1064980,Fenoarivo Atsinanana,200,49.4167,-17.3667,302.71,304.02,302.71,302.71,1006,66,5.24,62,19,,,MG,1612665196,1612711184,,,1006.0,1006.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000,1612698789,25200,1591474,Bac Lieu,200,105.7244,9.285,298.66,298.54,298.66,298.66,1010,77,6.27,89,57,,,VN,1612653483,1612695868,,,1010.0,1009.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698850,28800,2071860,Esperance,200,121.9,-33.8667,291.15,287.32,291.15,291.15,1006,82,7.72,70,90,1.0,9525.0,AU,1612646392,1612695194,12.86,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698850,7200,293842,Kiryat Gat,200,34.7642,31.61,291.85,289.48,290.93,292.59,1020,56,3.35,317,0,3.0,2002441.0,IL,1612672183,1612711231,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000,1612698851,10800,149402,Tunduma,200,32.7667,-9.3,297.3,298.5,297.3,297.3,1006,67,2.06,322,52,,,TZ,1612669762,1612714611,,0.66,1006.0,831.0,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,10000,1612698851,-18000,5122534,Jamestown,200,-79.2353,42.097,263.92,258.38,262.59,265.15,1012,62,3.09,280,90,1.0,4588.0,US,1612700585,1612737551,,,,,0.34
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698851,14400,286621,Salalah,200,54.0924,17.0151,299.15,298.3,299.15,299.15,1014,61,5.14,150,75,1.0,7562.0,OM,1612666403,1612707733,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000,1612698851,25200,1497132,Novochernorechenskiy,200,91.0828,56.2669,269.19,263.05,269.19,269.19,1012,92,5.04,206,36,,,RU,1612661997,1612694382,,,1012.0,977.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698851,0,2656847,Atherton,200,-2.4935,53.5237,275.32,271.55,274.26,276.48,1012,63,1.79,101,81,3.0,2001932.0,GB,1612683866,1612717432,3.58,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698675,28800,1819729,Hong Kong,200,114.1577,22.2855,292.92,293.74,289.82,295.37,1017,80,1.79,180,0,3.0,265999.0,HK,1612652376,1612692927,2.68,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698852,7200,2214432,Nālūt,200,10.85,30.3333,298.56,289.27,298.56,298.56,1006,16,10.0,204,100,,,LY,1612677807,1612717085,,,1006.0,949.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698852,-36000,5850554,Makakilo City,200,-158.0858,21.3469,290.12,289.63,288.15,291.15,1017,72,1.54,50,1,1.0,7868.0,US,1612717623,1612758362,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,10000,1612698852,3600,779350,Karasjok,200,25.5112,69.4719,269.15,259.42,269.15,269.15,1025,74,9.77,330,75,1.0,1646.0,NO,1612682721,1612705134,,,,,0.25
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698623,7200,281133,Gaza,200,34.4667,31.5,291.87,289.33,290.93,292.59,1020,55,3.5,323,0,3.0,2002441.0,PS,1612672244,1612711312,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1612698628,10800,107304,Buraidah,200,43.975,26.326,289.15,284.29,289.15,289.15,1019,88,8.75,330,40,1.0,7411.0,SA,1612669528,1612709464,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698853,-32400,5866583,Saint Paul Harbor,200,-152.4072,57.79,269.15,264.22,269.15,269.15,1030,58,2.57,260,1,1.0,7668.0,US,1612720694,1612752566,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698853,-18000,4164601,Miramar,200,-80.2323,25.9873,295.71,298.19,295.37,296.15,1015,100,3.6,190,90,1.0,4452.0,US,1612699298,1612739316,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698853,-10800,3424607,Tasiilaq,200,-37.6368,65.6145,268.15,263.88,268.15,268.15,1036,58,1.54,0,1,1.0,81.0,GL,1612695712,1612722456,,,,,
"[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50n'}]",stations,5000,1612698853,25200,1510377,Belyy Yar,200,91.3903,53.6039,266.15,262.39,266.15,266.15,1015,79,1.0,220,60,1.0,8942.0,RU,1612661378,1612694853,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698854,-14400,6111867,Port Hawkesbury,200,-61.3485,45.6169,269.6,258.22,269.15,269.82,1019,58,11.83,290,1,1.0,876.0,CA,1612696733,1612732816,15.43,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698854,36000,2027044,Batagay,200,134.6333,67.6333,239.04,234.83,239.04,239.04,1039,82,0.43,87,7,,,RU,1612655473,1612680001,,,1039.0,1009.0,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,9132,1612698854,10800,160141,Dunda,200,34.25,-8.1167,298.62,301.97,298.62,298.62,1007,76,1.14,2,81,,,TZ,1612669486,1612714175,,2.15,1007.0,887.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000,1612698854,-10800,3382160,Cayenne,200,-52.3333,4.9333,300.15,303.35,300.15,300.15,1012,89,4.63,50,75,1.0,8669.0,GF,1612691126,1612734096,,,,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,227,1612698855,3600,3165584,Tolmezzo,200,13.0175,46.4075,282.18,280.66,279.26,283.71,1008,98,1.76,65,100,3.0,2012755.0,IT,1612679009,1612714844,,3.76,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1612698855,14400,934322,Mahébourg,200,57.7,-20.4081,304.15,304.27,304.15,304.15,1011,62,7.2,60,40,1.0,2061.0,MU,1612662979,1612709425,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698855,-18000,5959803,Capreol,200,-80.9225,46.706,259.15,253.93,259.15,259.15,1008,85,2.57,240,90,1.0,923.0,CA,1612701573,1612737372,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1612698855,7200,964432,Port Alfred,200,26.891,-33.5906,298.15,299.15,298.15,298.15,1010,78,4.47,314,44,3.0,2011314.0,ZA,1612669238,1612717955,9.39,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1612698856,7200,3355672,Lüderitz,200,15.1594,-26.6481,300.86,291.18,300.86,300.86,1008,37,14.57,183,0,,,NA,1612672691,1612720133,,,1008.0,1005.0,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,10000,1612698856,3600,2236568,Uíge,200,15.0613,-7.6087,299.15,301.78,299.15,299.15,1013,73,2.06,270,75,1.0,2158.0,AO,1612674126,1612718745,,1.46,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1612698856,23400,1307741,Myitkyina,200,97.4,25.3833,293.23,292.43,293.23,293.23,1011,42,0.07,278,0,,,MM,1612656636,1612696711,,,1011.0,994.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1612698856,-3600,3374210,São Filipe,200,-24.4956,14.8961,294.26,291.13,294.26,294.26,1018,68,6.76,70,12,,,CV,1612685112,1612726748,,,1018.0,1006.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000,1612698856,-18000,3680090,Juradó,200,-77.7641,7.1053,298.07,301.27,298.07,298.07,1010,86,2.46,47,100,,,CO,1612697371,1612740058,,,1010.0,1009.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000,1612698857,-10800,3418910,Upernavik,200,-56.1549,72.7868,267.43,262.81,267.43,267.43,1036,81,2.41,64,100,,,GL,1612705287,1612721769,,,1036.0,1036.0,
